"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"395548","2017-06",-7.322227,55.000764,"Strand Road","VISO","Other Town",NA
"256186","2016-08",-7.580931,54.363748,NA,"ASBO",NA,NA
"148314","2015-11",-5.891737,54.598019,"Connswater Street","VISO","BELFAST",232
"31141","2015-03",-6.428303,54.426025,"Killycomain Road","OTTH","PORTADOWN",174
"56463","2015-05",-6.503143,54.881101,NA,"BURG",NA,NA
"114042","2015-09",-5.945254,54.615131,"Harcourt Drive","BURG","BELFAST",232
"70475","2015-06",-5.912134,54.559593,"Newtownbreda Road","BURG","BELFAST",232
"309915","2016-12",-7.332748,55.005188,"Ernest Street","ASBO","LONDONDERRY",NA
"251239","2016-07",-6.049774,54.510731,"Chapel Hill","VISO","Other Town",NA
"162840","2016-01",-5.839359,54.291169,"The Square","ASBO","Other Town",NA
"299046","2016-11",-6.653657,54.345886,"Dobbin Street","ASBO","ARMAGH",113
"236842","2016-06",-5.959108,54.588572,"Donegall Road","VECR","Other Town",NA
"327778","2017-01",-7.638474,54.472975,"Reihill Park","PUBO","IRVINESTOWN",NA
"96819","2015-08",-5.964207,54.605137,NA,"ASBO",NA,NA
"121987","2015-09",-5.961387,54.607048,"Glenvale Street","OTCR","BELFAST",232
"187751","2016-03",-5.615174,54.674734,"Donaghadee Road","ASBO","Other Town",NA
"67370","2015-06",-7.470394,54.509905,"Tummery Road","ASBO","Other Town",NA
"286381","2016-10",-5.645471,54.655711,"Charles Mount","ASBO","BANGOR",318
"26045","2015-03",-6.354735,54.453858,"Gilpinstown","ASBO","LURGAN",197
"123721","2015-10",-6.667105,55.134625,"Brook Street","ASBO","Other Town",NA
"46960","2015-04",-5.928221,54.608794,"Earl Close","SHOP","BELFAST",232
"159551","2015-12",-6.610882,54.757598,"Garden Terrace","VISO","Other Town",NA
"75311","2015-06",-6.304889,54.87863,"Woodgrove","VECR","Other Town",NA
"106690","2015-08",-6.025596,54.510015,"Hillhall Park","VISO","LISBURN",74
"331028","2017-01",-5.933369,54.655334,"Old Throne Park","VISO","NEWTOWNABBEY",67
"378184","2017-05",-5.905059,54.591728,"Pearl Street","DRUG","BELFAST",232
"305606","2016-11",-5.941,54.579496,"Windsor Avenue North","VISO","BELFAST",232
"271798","2016-09",-6.315319,54.459972,"Demesne Avenue","ASBO","Other Town",NA
"73629","2015-06",-6.313282,55.096614,"Erinvale Park","OTTH","Other Town",NA
"69711","2015-06",-5.906235,54.584192,"Ardenwood","ASBO","BELFAST",232
"178229","2016-02",-5.921852,54.627158,"York Park","ASBO","Other Town",NA
"87321","2015-07",-7.274467,55.02697,"Westlake","DRUG","LONDONDERRY",NA
"381073","2017-05",-5.694774,54.648789,"Owenroe Drive","VISO","BANGOR",318
"231612","2016-06",-5.643743,54.661204,"Summerhill Gardens","ASBO","Other Town",NA
"217078","2016-05",-5.923682,54.664171,"Carnreagh Bend","ASBO","NEWTOWNABBEY",67
"302753","2016-11",-6.665364,55.131821,NA,"DRUG",NA,NA
"119042","2015-09",-5.916472,54.668154,"Roscor Square","VISO","NEWTOWNABBEY",67
"53404","2015-05",-6.283776,54.866546,"Clarence Street","ASBO","Other Town",NA
"309081","2016-12",-6.221514,54.731713,"Jura Street","ASBO","ANTRIM",168
"104265","2015-08",-7.487626,54.452953,"Woodview Crescent","VECR","Other Town",NA
"275637","2016-09",-6.272854,54.847318,"Drumtara","CDAR","BALLYMENA",220
"158732","2015-12",-6.607533,54.756068,NA,"SHOP",NA,NA
"231525","2016-06",-7.282651,55.011775,"Madam'S Bank Road","ASBO",NA,NA
"66072","2015-06",-6.413625,54.352052,"Sinton Park","ASBO","TANDRAGEE",216
"370261","2017-05",-5.894703,54.204989,NA,"ASBO",NA,NA
"20236","2015-02",NA,NA,"No Location","VECR",NA,NA
"283587","2016-10",-6.748432,54.413658,"Ashveagh","ASBO","BENBURB",NA
"69767","2015-06",-6.661196,55.13642,"The Crescent","ASBO","Other Town",NA
"312548","2016-12",-5.957231,54.595468,"Violet Street","BURG","BELFAST",232
"401905","2017-07",-5.863767,54.694703,"Longfield Gardens","ASBO","CARRICKFERGUS",198
"159181","2015-12",-5.935596,54.550544,"Belvoir Drive","VECR","BELFAST",232
"108290","2015-09",-6.682174,55.126515,"Kylemore Road","ASBO","COLERAINE",181
"22406","2015-02",-6.148063,54.514721,"Drumcill Road","VISO","LISBURN",74
"402227","2017-07",-5.921134,54.69128,"Twinburn Road","ASBO","NEWTOWNABBEY",67
"320118","2017-01",-5.877499,54.598328,NA,"ASBO",NA,NA
"14656","2015-02",-7.321576,54.997635,"William Street","ASBO","Other Town",NA
"246301","2016-07",-6.225419,54.481156,"Main Street","BURG","Other Town",NA
"43313","2015-04",-6.372664,54.446177,"Drumgor Heights","CDAR","CRAIGAVON",110
"244999","2016-07",-6.085,54.518222,"The Brambles","ASBO","Other Town",NA
"230124","2016-06",-5.723691,54.646802,"Cootehall Road","ASBO","Other Town",NA
"86732","2015-07",-5.951333,54.696197,"The Glade","CDAR","Other Town",NA
"174588","2016-02",-6.333884,54.183644,"Downshire Court","ASBO","Other Town",NA
"49542","2015-04",-5.891551,54.595033,"Bloomfield Drive","VISO","BELFAST",232
"376684","2017-05",-6.334938,54.458385,"Union Street","CDAR","Other Town",NA
"205229","2016-04",-6.077403,54.463958,"Ballynahinch Road","BURG","Other Town",NA
"249588","2016-07",-5.924742,54.614799,"Mountcollyer Road","OTTH","BELFAST",232
"365618","2017-04",-5.949313,54.618452,NA,"OTTH",NA,NA
"241422","2016-07",-6.000533,54.552381,"Kingsway","ASBO","Other Town",NA
"90672","2015-07",-7.442467,54.252212,"Main Street","VISO","Other Town",NA
"250629","2016-07",-6.17796,54.718712,"Suffolk Square","THPR","ANTRIM",168
"48890","2015-04",-5.84063,54.853524,"Greenland Parade","VISO","LARNE",231
"137170","2015-10",-5.97979,54.559871,"Doon End","VISO","BELFAST",232
"270437","2016-09",-5.897601,54.594141,"Trillick Street","ASBO","BELFAST",232
"284526","2016-10",-7.327015,54.995716,"Lecky Road","ASBO","LONDONDERRY",NA
"58147","2015-05",-5.960772,54.675323,NA,"CDAR",NA,NA
"398862","2017-07",-6.288579,54.422247,"New Line","ASBO","Other Town",NA
"393236","2017-06",-5.92745,54.612384,"Glenrosa Link","OTTH","BELFAST",232
"80979","2015-07",-6.655349,55.136364,"Glebe Avenue","ASBO","Other Town",NA
"154287","2015-12",-6.638006,54.337391,"Ashley Park","BURG","Other Town",NA
"82964","2015-07",-5.664276,54.663444,"Holborn Avenue","ASBO","BANGOR",318
"406772","2017-07",-6.664999,54.696335,"Magherafelt Road","OTTH","Other Town",NA
"176627","2016-02",-5.925203,54.602102,"Victoria Street","ASBO","Other Town",NA
"49644","2015-04",-6.269925,54.881182,"Dunclug Park","VISO","BALLYMENA",220
"280488","2016-09",-6.347214,54.188572,"Drumgullion Avenue","VISO","NEWRY",194
"236214","2016-06",-6.673522,55.119388,"Riverside Park South","SHOP","COLERAINE",181
"69557","2015-06",-5.666227,54.596162,"Heron Ridge","ASBO","NEWTOWNARDS",199
"189875","2016-03",-7.628826,54.359673,"Drumbeg","ASBO","Other Town",NA
"55217","2015-05",-5.890907,54.216019,"Dunwellan Park","ASBO","NEWCASTLE",333
"359551","2017-04",-6.679541,55.146456,NA,"ASBO",NA,NA
"56102","2015-05",-5.986205,54.565531,"Orchardville Crescent","BURG","BELFAST",232
"213336","2016-05",-7.319963,54.996961,"Shipquay Street","ASBO","LONDONDERRY",NA
"251509","2016-07",-7.342897,54.98761,"Iona Park Business Park","VISO","LONDONDERRY",NA
"264659","2016-08",-6.673522,55.119388,"Riverside Park South","SHOP","COLERAINE",181
"38146","2015-04",-6.215174,54.732904,"Glencraig Manor","ASBO","ANTRIM",168
"39956","2015-04",-7.334376,54.988992,"Quarry Street","ASBO","LONDONDERRY",NA
"400268","2017-07",-7.643682,54.347653,"Queen Street","ASBO","Other Town",NA
"187237","2016-03",-5.811046,54.597224,NA,"ASBO",NA,NA
"272431","2016-09",-5.936655,54.585891,"Camden Street","ASBO","BELFAST",232
"133888","2015-10",-5.937646,54.597813,"Killen Street","VECR","BELFAST",232
"356245","2017-03",-6.207569,54.496247,"Lisnabilla Road","OTCR",NA,NA
"78193","2015-06",-6.384612,54.409752,"Knocknamuckly Road","VISO","PORTADOWN",174
"365696","2017-04",-6.334306,54.463704,"Church Place","OTTH","Other Town",NA
"241846","2016-07",-5.927743,54.61485,"Cosgrave Heights","ASBO","BELFAST",232
"213377","2016-05",-6.461052,54.424623,"Corcrain Drive","ASBO","PORTADOWN",174
"24305","2015-03",-6.318668,54.456524,"Charles Baron Crescent","ASBO","LURGAN",197
"251693","2016-07",-6.68171,55.1425,"Cairnmount Park","VISO","COLERAINE",181
"304281","2016-11",-6.340694,54.170045,NA,"SHOP",NA,NA
"175359","2016-02",-6.003234,54.548984,NA,"ASBO",NA,NA
"356120","2017-03",-5.913227,54.603864,"Queens Road","VISO","Other Town",NA
"42500","2015-04",-5.895581,54.530078,"Saintfield Road","BURG","Other Town",NA
"148452","2015-11",-6.306987,54.829723,NA,"VISO",NA,NA
"167524","2016-01",-5.700753,54.60163,"Glenbrook Road","CDAR","NEWTOWNARDS",199
"98049","2015-08",-5.908932,54.594041,"Victor Place","ASBO","Other Town",NA
"289591","2016-10",-6.266506,54.352022,"Church Square","CDAR","Other Town",NA
"300352","2016-11",-6.052521,54.503291,"Beechland Walk","BURG","LISBURN",74
"315446","2016-12",-6.047732,54.511444,"Bow Street","OTTH","Other Town",NA
"164900","2016-01",-5.961665,54.608301,"Disraeli Street","ASBO","BELFAST",232
"134578","2015-10",-5.923999,54.598389,"Victoria Square","VISO","Other Town",NA
"247015","2016-07",-6.004472,54.561934,"Garnock Hill","CDAR","BELFAST",232
"250310","2016-07",-7.650832,54.344108,"Coleshill Road","SHOP","ENNISKILLEN",80
"336369","2017-02",-5.813983,54.649518,"Orchard Way","BURG","Other Town",NA
"2784","2015-01",-6.745378,54.648412,"Oritor Street","ASBO",NA,NA
"117253","2015-09",-6.61192,54.753594,NA,"OTTH",NA,NA
"319396","2016-12",-5.918589,54.545185,"Greenwood Glen","VISO","BELFAST",232
"174064","2016-01",-5.923238,54.596012,NA,"VISO",NA,NA
"96882","2015-08",-5.671737,54.60156,"Regency Manor","ASBO","Other Town",NA
"47896","2015-04",-5.709639,54.317538,NA,"VISO",NA,NA
"154703","2015-12",-5.948198,54.253472,"O'Donnell Heights","BURG","CASTLEWELLAN",145
"11865","2015-02",-5.925737,54.584294,"Cairo Street","ASBO","BELFAST",232
"359367","2017-04",-5.938663,54.60403,"Shankill Terrace","ASBO","BELFAST",232
"27490","2015-03",-5.906411,54.566287,"Galwally Park","ASBO","BELFAST",232
"285331","2016-10",-6.183239,54.507465,"Maghaberry Road","ASBO","Other Town",NA
"197530","2016-03",-5.948278,54.61379,"Oldpark Road","VISO","Other Town",NA
"41071","2015-04",-7.288723,54.982221,"Dalys Park","ASBO","LONDONDERRY",NA
"156044","2015-12",-5.931955,54.603844,"Union Street","CDAR","Other Town",NA
"293587","2016-10",-6.578081,54.972439,"Mullan Road","VISO","Other Town",NA
"122243","2015-10",-6.006833,54.754742,"Hillmount Avenue","ASBO","BALLYCLARE",116
"62380","2015-05",-5.927653,54.600778,"Waring Street","VISO","Other Town",NA
"146519","2015-11",-8.068663,54.483756,"Boa Island Road","VECR","Other Town",NA
"349812","2017-03",-6.065908,54.513057,"Ardane Gardens","CDAR","LISBURN",74
"57129","2015-05",-7.198717,55.010029,"Ward Road","CDAR",NA,NA
"186750","2016-03",-7.147515,54.405834,"Old Monaghan Road","ASBO","Other Town",NA
"262844","2016-08",-6.339956,54.17052,NA,"DRUG",NA,NA
"84252","2015-07",-5.892498,54.221502,"Burrenview Court","ASBO","NEWCASTLE",333
"67242","2015-06",-5.96193,54.68687,"Ballycraigy Park","ASBO","NEWTOWNABBEY",67
"15584","2015-02",-7.626064,54.338661,"Menapian Way","BURG","ENNISKILLEN",80
"119405","2015-09",-5.798696,54.850866,NA,"VISO",NA,NA
"32870","2015-03",-6.779428,54.501552,"Woodburn Crescent","SHOP","Other Town",NA
"348542","2017-03",-6.005264,54.567563,"Suffolk Crescent","BURG","BELFAST",232
"400757","2017-07",-5.953712,54.602381,"Crossland Street","ASBO","BELFAST",232
"269476","2016-09",-5.900364,54.595761,"Albertbridge Road","ASBO","BELFAST",232
"254356","2016-08",-6.973438,54.414964,"Sydney Lane","ASBO","AUGHNACLOY",NA
"206359","2016-04",-5.911809,54.590748,"Park Parade","CDAR","Other Town",NA
"189869","2016-03",-7.110498,54.877241,"Learmount Road","ASBO","Other Town",NA
"291965","2016-10",-6.034495,54.530484,"Hillview Park","PUBO","Other Town",NA
"401828","2017-07",-6.016126,54.554048,"Cherry Gardens","ASBO","Other Town",NA
"19505","2015-02",-5.922012,54.628877,"Oakmount Drive","SHOP","BELFAST",232
"277829","2016-09",-5.898016,54.596592,"Chamberlain Street","ROBY","Other Town",NA
"83859","2015-07",-5.885482,54.602556,"Park Avenue","ASBO","Other Town",NA
"323193","2017-01",-6.238265,54.102944,"The Orchard St. Leonards","ASBO","WARRENPOINT",334
"70816","2015-06",-6.275305,54.883622,"Millfield","CDAR","Other Town",NA
"250220","2016-07",-5.961805,54.590325,"Iveagh Drive","SHOP","Other Town",NA
"381783","2017-05",-5.927533,54.599788,"High Street","VISO","Other Town",NA
"19610","2015-02",-7.334426,55.021797,"The Hawthornes","SHOP",NA,NA
"152488","2015-12",-7.274545,54.600995,"Riverview Park","ASBO","Other Town",NA
"73645","2015-06",-6.745378,54.648412,"Oritor Street","OTTH",NA,NA
"317787","2016-12",-5.916386,54.571707,NA,"VISO",NA,NA
"112473","2015-09",-7.629303,54.340971,"Derrychara Park","ASBO","ENNISKILLEN",80
"95565","2015-08",-6.665404,55.122174,"Mountsandel Road","ASBO","COLERAINE",181
"37852","2015-04",-6.000904,54.553654,"Barbour Gardens","ASBO","Other Town",NA
"325531","2017-01",-6.346789,54.175798,"John Martin Gardens","CDAR","NEWRY",194
"328344","2017-01",-5.959245,54.611801,"Disraeli Court","VECR","BELFAST",232
"384440","2017-06",-6.026797,54.523216,"Glenmore Park","ASBO","Other Town",NA
"214923","2016-05",-5.949617,54.583785,"Tates Avenue","ASBO","BELFAST",232
"119887","2015-09",-7.650132,54.348588,"The Brook","VISO","ENNISKILLEN",80
"199689","2016-03",-7.626699,54.358535,"Drumbawn","VISO","ENNISKILLEN",80
"171935","2016-01",-6.076756,54.366236,"Aughnaskeagh Road","VISO","Other Town",NA
"285384","2016-10",-5.746873,54.550939,"Castle Street","ASBO","Other Town",NA
"110385","2015-09",-7.316835,55.035722,NA,"ASBO",NA,NA
"283671","2016-10",-5.663565,54.663403,"Alfred Street","ASBO","Other Town",NA
"31583","2015-03",-6.077403,54.463958,"Ballynahinch Road","OTTH","Other Town",NA
"44511","2015-04",-7.321003,55.005689,"Fletcher Avenue","CDAR",NA,NA
"43928","2015-04",-5.701252,54.594424,"Regent Street","CDAR","Other Town",NA
"252162","2016-07",-6.753349,54.641586,"Ratheen Avenue","VISO","COOKSTOWN",52
"178080","2016-02",-5.931724,54.650805,"Thorburn Road","ASBO","NEWTOWNABBEY",67
"133815","2015-10",-7.289072,55.003126,"Trafalgar Court","VECR","LONDONDERRY",NA
"209462","2016-04",-6.256433,54.902758,"Cloughwater Road","VECR","Other Town",NA
"249620","2016-07",-5.790348,54.722372,NA,"OTTH",NA,NA
"286623","2016-10",-7.338002,55.027754,"The Meadows","ASBO","Other Town",NA
"174278","2016-01",-5.841752,54.864883,"Argyll View","OTCR","LARNE",231
"238494","2016-06",-6.128037,54.877011,"Racavan Road","VISO","BROUGHSHANE",158
"332875","2017-02",-5.93264,54.600091,"Chapel Lane","ASBO","Other Town",NA
"255885","2016-08",-5.920207,54.608719,"Dock Street","ASBO","Other Town",NA
"374320","2017-05",-5.970873,54.59993,"Isadore Avenue","ASBO","BELFAST",232
"260278","2016-08",-5.986358,54.560547,"Orpen Park","BURG","Other Town",NA
"25457","2015-03",-7.543619,54.317221,"Rathview Park","ASBO","Other Town",NA
"163916","2016-01",-6.501479,55.067589,"Garryduff Road","ASBO","Other Town",NA
"27916","2015-03",-5.899238,54.576469,"Trassey Close","BITH","BELFAST",232
"402606","2017-07",-5.9336,54.5946,"Amelia Street","ASBO","BELFAST",232
"407799","2017-07",-5.819484,54.851466,"Main Street","ROBY","Other Town",NA
"301992","2016-11",-5.921771,54.59959,"Ann Street","CDAR","Other Town",NA
"285257","2016-10",-5.923348,54.629088,"Shore Road","ASBO","Other Town",NA
"22560","2015-02",-7.499385,54.546699,"Drumlish Road","VISO","Other Town",NA
"71857","2015-06",-6.033432,54.51468,"Wesley Street","CDAR","Other Town",NA
"276023","2016-09",-7.324495,55.027572,"Bloomfield Park","CDAR","Other Town",NA
"116044","2015-09",-5.991341,54.635869,"Crumlin Road","DRUG","Other Town",NA
"92144","2015-07",-5.818262,54.861687,"Old Glenarm Road","VISO","LARNE",231
"326508","2017-01",-7.172904,54.410673,"Cathedral Close","DRUG","Other Town",NA
"151349","2015-12",-6.445977,54.422345,"West Street","ASBO","Other Town",NA
"271635","2016-09",-6.016424,54.571466,"Kerrykeel Gardens","ASBO","BELFAST",232
"117182","2015-09",-6.409873,54.18459,"Ashmore Hill","OTTH","CAMLOUGH",6
"17403","2015-02",-5.645252,54.640476,"The Maples","CDAR","BANGOR",318
"169426","2016-01",-7.164345,54.414999,"Ferndale","OTTH","Other Town",NA
"24745","2015-03",-5.955647,54.607607,"Bromley Street","ASBO","BELFAST",232
"345827","2017-03",-6.274676,54.350127,"Scarva Walk","ASBO","BANBRIDGE",88
"90368","2015-07",-7.275146,54.600271,"Edinburgh Park","VISO","OMAGH",167
"375413","2017-05",-6.663686,55.133707,"Railway Place","ASBO","COLERAINE",181
"295860","2016-10",-7.467733,54.828893,"Railway Street","VISO","Other Town",NA
"104513","2015-08",-6.000904,54.553654,"Barbour Gardens","VECR","Other Town",NA
"409996","2017-07",-5.612532,54.265997,"Crew Hill Gardens","VISO","ARDGLASS",50
"196667","2016-03",-5.974387,54.666881,"Hollybrook Park","VISO","NEWTOWNABBEY",67
"174511","2016-02",-5.88418,54.515745,"Church Road","ASBO","Other Town",NA
"48000","2015-04",-5.936644,54.59192,"Sandy Row","VISO","Other Town",NA
"320709","2017-01",-5.925996,54.617237,"Gainsborough Drive","ASBO","BELFAST",232
"234173","2016-06",-7.313488,54.613134,"Clonmore Gardens","CDAR","OMAGH",167
"238530","2016-06",-5.64035,54.659835,"Broomhill Park","VISO","Other Town",NA
"335281","2017-02",-5.828134,54.722597,"Crossgreen","ASBO","CARRICKFERGUS",198
"115837","2015-09",-5.706981,54.580866,"Blenheim Drive","CDAR","Other Town",NA
"331800","2017-02",-5.905309,54.563645,"Glencregagh Road","ASBO","BELFAST",232
"402938","2017-07",-6.655227,54.351483,NA,"ASBO",NA,NA
"164388","2016-01",-7.313186,54.990267,"Spencer Road","ASBO","Other Town",NA
"72471","2015-06",-6.215174,54.732904,"Glencraig Manor","CDAR","ANTRIM",168
"180468","2016-02",-5.914288,54.688674,"Cashel Walk","CDAR","NEWTOWNABBEY",67
"121474","2015-09",-6.338464,54.466142,NA,"VISO",NA,NA
"93924","2015-08",-5.925203,54.602102,"Victoria Street","ASBO","Other Town",NA
"110876","2015-09",-5.910878,54.587776,"Ravenhill Road","ASBO","BELFAST",232
"308046","2016-12",-5.941716,54.600875,"Finn Square","ASBO","BELFAST",232
"94955","2015-08",-5.530484,54.608069,"Moss Road","ASBO","Other Town",NA
"395548.1","2017-06",-7.322227,55.000764,"Strand Road","VISO","Other Town",NA
"68062","2015-06",-5.92641,54.601179,"Hill Street","ASBO","Other Town",NA
"91832","2015-07",-6.012603,54.55276,"Alina Gardens","VISO","DUNMURRY",NA
"16716","2015-02",-7.02323,54.929139,"Columbia Park","CDAR","DUNGIVEN",NA
"137130","2015-10",-5.952838,54.597281,NA,"VISO",NA,NA
"311980","2016-12",-5.940044,54.551851,"Belvoir Close","ASBO","BELFAST",232
"334926","2017-02",-7.630614,54.340481,"Derrychara Road","ASBO","ENNISKILLEN",80
"213366","2016-05",-7.279915,54.999632,"Winchester Park","ASBO","Other Town",NA
"401694","2017-07",-5.955366,54.59594,"Springfield Road","ASBO","Other Town",NA
"33800","2015-03",-5.929051,54.602213,"Talbot Street","VISO","Other Town",NA
"96629","2015-08",-6.664478,55.128793,"Nursery Avenue","ASBO","Other Town",NA
"396775","2017-06",-5.528676,54.609793,"Main Street","VISO","Other Town",NA
"177865","2016-02",-6.029721,54.510298,NA,"ASBO",NA,NA
"38014","2015-04",-6.699881,54.252893,"Railway Crescent","ASBO","Other Town",NA
"71267","2015-06",-6.462282,54.42551,NA,"CDAR",NA,NA
"17253","2015-02",-6.300138,54.436319,"Oaktree Manor","CDAR","WARINGSTOWN",149
"361589","2017-04",-7.277388,55.03933,"Culmore Road","ASBO","Other Town",NA
"163327","2016-01",-6.028581,54.558619,"Woodside View","ASBO","DUNMURRY",NA
"368060","2017-04",-6.442651,54.423111,"High Street","VISO","Other Town",NA
"192660","2016-03",-5.923704,54.58381,"Agincourt Avenue","CDAR","BELFAST",232
"102066","2015-08",-5.933844,54.61544,"Hallidays Road","DRUG","BELFAST",232
"226329","2016-05",-5.962907,54.63145,"Tyndale Green","VISO","BELFAST",232
"87025","2015-07",-6.36349,54.437338,"Garrymore","CDAR","CRAIGAVON",110
"364630","2017-04",-6.079057,54.526061,"Nettlehill Road","DRUG","LISBURN",74
"392191","2017-06",-5.886211,54.590277,"Glenhoy Drive","DRUG","BELFAST",232
"260625","2016-08",-6.002911,54.754579,"George Avenue","BURG","Other Town",NA
"307859","2016-12",-6.271421,54.869174,"Suffolk Street","ASBO","BALLYMENA",220
"282091","2016-10",-6.116769,54.746033,"Connor Road","ASBO","Other Town",NA
"404508","2017-07",-5.924165,54.614277,"York Road","CDAR","BELFAST",232
"409279","2017-07",-5.662981,54.662781,"Beatrice Road","VISO","BANGOR",318
"245554","2016-07",-5.971691,54.625802,"Silverstream Avenue","ASBO","Other Town",NA
"315244","2016-12",-6.318852,54.455062,"Banbridge Road","OTTH","Other Town",NA
"183798","2016-02",-6.082292,54.516041,"Knockburn Close","VISO","LISBURN",74
"62837","2015-05",-5.911218,54.688953,"Cashel Drive","VISO","NEWTOWNABBEY",67
"255183","2016-08",-5.947293,54.571849,"Malone Road","ASBO","BELFAST",232
"332116","2017-02",-5.947836,54.591203,"Iverna Close","ASBO","BELFAST",232
"355729","2017-03",-6.629669,54.335679,"Edenvale","VISO","Other Town",NA
"157156","2015-12",-5.868135,54.691868,"Moyard Gardens","OTTH","CARRICKFERGUS",198
"201215","2016-04",-6.748553,54.500113,"Cedar Ridge","ASBO","DUNGANNON",93
"258939","2016-08",-5.814448,54.712692,"Belfast Road","ASBO","Other Town",NA
"384980","2017-06",-6.783969,54.51289,"Foxborough","ASBO","DUNGANNON",93
"37602","2015-04",-5.714675,54.329261,"Scotch Street","ASBO","Other Town",NA
"165203","2016-01",-5.932013,54.610629,"Duncairn Parade","ASBO","BELFAST",232
"2365","2015-01",-5.820349,54.645796,"Seapark Grove","ASBO","HOLYWOOD",70
"366979","2017-04",-6.017614,54.378882,"Woodvale Avenue","VISO","Other Town",NA
"39975","2015-04",-5.955571,54.617462,"Jamaica Road","ASBO","BELFAST",232
"170584","2016-01",-6.779428,54.501552,"Woodburn Crescent","SHOP","Other Town",NA
"371367","2017-05",-5.786457,54.504183,"Comber Road","ASBO","Other Town",NA
"157395","2015-12",-6.254649,54.861468,"Orkney Drive","OTTH","BALLYMENA",220
"321609","2017-01",-5.959391,54.605181,"Mayo Place","ASBO","BELFAST",232
"351488","2017-03",-6.43599,55.233327,"Causeway Road","OTTH","Other Town",NA
"349532","2017-03",-5.689548,54.589322,"Lamont Avenue","CDAR","NEWTOWNARDS",199
"362578","2017-04",-7.022178,55.044409,"Station Road","CDAR","Other Town",NA
"96821","2015-08",-5.940114,54.597963,"Stanley Court","ASBO","Other Town",NA
"200584","2016-04",-7.516221,54.35781,NA,"ASBO",NA,NA
"344579","2017-03",-5.701394,54.580922,"Bristol Park","ASBO","NEWTOWNARDS",199
"76887","2015-06",-6.446787,54.421691,"Mandeville Street","VISO","PORTADOWN",174
"301799","2016-11",-5.798696,54.850866,NA,"CDAR",NA,NA
"410178","2017-07",-5.896106,54.692672,"Woodfield","VISO","Other Town",NA
"33613","2015-03",-6.743804,54.637669,"Church Street","VISO","Other Town",NA
"269472","2016-09",-5.969975,54.58907,"Rockmount Street","ASBO","BELFAST",232
"223098","2016-05",-6.946029,55.052514,"Alexander Road","VECR","Other Town",NA
"281902","2016-10",-7.639344,54.351288,"Carnmore Rise","ASBO","ENNISKILLEN",80
"378954","2017-05",-5.968318,54.60959,"Ballygomartin Road","OTTH","BELFAST",232
"312204","2016-12",-6.037118,54.518963,"Belsize Road","BURG","LISBURN",74
"273866","2016-09",-5.936649,54.587535,NA,"BITH",NA,NA
"278699","2016-09",-6.071102,54.489034,"Eglantine Crescent","VECR","LISBURN",74
"124213","2015-10",-6.650903,55.198883,"Crocknamack Square","ASBO","PORTRUSH",308
"311917","2016-12",-6.739946,54.647727,"Limekiln Lane","ASBO","COOKSTOWN",52
"286686","2016-10",-6.066257,54.507645,"Glenavy Gardens","ASBO","LISBURN",74
"213749","2016-05",-6.271063,54.845496,NA,"ASBO",NA,NA
"63695","2015-05",-5.654727,54.645692,NA,"VISO",NA,NA
"84843","2015-07",-5.897734,54.593353,NA,"BURG",NA,NA
"134363","2015-10",-6.414222,54.353704,"The Square","VISO","Other Town",NA
"219207","2016-05",-6.943048,55.040343,"Glenmill Park","CDAR","LIMAVADY",69
"245149","2016-07",-5.454559,54.444431,"Cloughey Road","ASBO","Other Town",NA
"258688","2016-08",-6.247719,54.102795,"Rossmara Park","ASBO","WARRENPOINT",334
"137081","2015-10",-5.907158,54.684975,"Hollybank Drive","VISO","NEWTOWNABBEY",67
"327022","2017-01",-5.910145,54.589093,NA,"OTTH",NA,NA
"280596","2016-09",-5.926512,54.597057,"Montgomery Street","VISO","Other Town",NA
"49123","2015-04",-7.631751,54.343988,"Roundabout","VISO",NA,NA
"158167","2015-12",-6.057688,54.498855,"Avonmore Park","PUBO","LISBURN",74
"152713","2015-12",-5.990356,54.680948,"Lower Rogan Manor","ASBO","NEWTOWNABBEY",67
"305090","2016-11",-5.947648,54.59863,"Ross Street","VISO","BELFAST",232
"222920","2016-05",-6.250091,54.098031,"Osborne Promenade","VECR","WARRENPOINT",334
"48552","2015-04",-5.877238,54.696359,"Kinbayne Crescent","VISO","CARRICKFERGUS",198
"173158","2016-01",-5.90499,54.599705,"Susan Street","VISO","BELFAST",232
"349983","2017-03",-7.307701,54.603004,NA,"CDAR",NA,NA
"382776","2017-05",-5.957168,54.617112,"Jamaica Road","VISO","BELFAST",232
"33358","2015-03",-6.331874,54.467363,NA,"VECR",NA,NA
"134212","2015-10",-5.928756,54.601911,"Donegall Street","VISO","BELFAST",232
"238494.1","2016-06",-6.128037,54.877011,"Racavan Road","VISO","BROUGHSHANE",158
"244539","2016-07",-5.923219,54.576317,"Sunnyside Drive","ASBO","Other Town",NA
"112619","2015-09",-6.653657,54.345886,"Dobbin Street","ASBO","ARMAGH",113
"346567","2017-03",-5.70894,54.316006,"Ballymote Park","ASBO","DOWNPATRICK",58
"51246","2015-05",-5.911626,54.571041,"Rosetta Park","ASBO","BELFAST",232
"48176","2015-04",-6.233637,54.729617,NA,"VISO",NA,NA
"279289","2016-09",-5.94134,54.60802,"Florence Court","VISO","BELFAST",232
"157781","2015-12",-6.216564,54.709754,"Moylena Grove","OTTH","ANTRIM",168
