"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"315601","2016-12",-5.927783,54.597923,"Arthur Place","OTTH","BELFAST",232
"180498","2016-02",-5.700805,54.592753,"Mill Court Mews","DRUG","NEWTOWNARDS",199
"271302","2016-09",-5.937983,54.657542,"Pineview Park","ASBO","NEWTOWNABBEY",67
"349666","2017-03",-5.921577,54.620405,"Glasgow Street","CDAR","Other Town",NA
"29622","2015-03",-6.810722,54.53116,"Ivybank Park","CDAR","DONAGHMORE",17
"410080","2017-07",-7.446904,54.81829,"Fountain Street","VISO","Other Town",NA
"202639","2016-04",-6.427796,54.425973,"Killycomain Road","ASBO","PORTADOWN",174
"161779","2015-12",-5.919596,54.607639,"Pilot Street","VISO","BELFAST",232
"392892","2017-06",-5.930305,54.598533,"Donegall Place","OTTH","Other Town",NA
"238251","2016-06",-5.697675,54.659689,"Glenview Park","VISO","Other Town",NA
"207285","2016-04",-7.634671,54.468804,"Sallys Wood","DRUG","IRVINESTOWN",NA
"411249","2017-07",-6.619887,54.058125,NA,"VISO",NA,NA
"284061","2016-10",-6.275819,54.868688,"Thomas Street","ASBO","Other Town",NA
"254758","2016-08",-5.906213,54.664482,NA,"ASBO",NA,NA
"232998","2016-06",-6.331308,54.998958,"Strand Park","CDAR","Other Town",NA
"214961","2016-05",-5.970901,54.627667,"Silverstream Gardens","ASBO","Other Town",NA
"167211","2016-01",-5.962726,54.608742,"Bray Street","BURG","BELFAST",232
"308741","2016-12",-6.186347,54.710941,"Donore Crescent","ASBO","ANTRIM",168
"276433","2016-09",-5.958673,54.669582,NA,"DRUG",NA,NA
"301044","2016-11",-5.897162,54.579542,"Onslow Parade","CDAR","BELFAST",232
"43172","2015-04",-5.692013,54.643929,"Meadowvale Park","CDAR","Other Town",NA
"390570","2017-06",-5.938453,54.623785,"Glandore Avenue","CDAR","BELFAST",232
"211303","2016-04",-6.275952,54.350127,"Reilly Street","VISO","BANBRIDGE",88
"109270","2015-09",-7.626352,54.342453,"Wickham Place","ASBO","ENNISKILLEN",80
"207659","2016-04",-5.986506,54.627783,"Ligoniel Road","OTTH","BELFAST",232
"119455","2015-09",-5.956765,54.614023,"Flax Street","VISO","BELFAST",232
"360434","2017-04",-5.660609,54.650658,"Sunningdale Park","ASBO","Other Town",NA
"144944","2015-11",-6.352811,54.481801,"Turmoyra Court","OTTH","LURGAN",197
"364714","2017-04",-6.346725,54.455968,"Taghnevan Drive","DRUG","LURGAN",197
"18919","2015-02",-5.908586,54.59054,"Ravenhill Street","OTTH","BELFAST",232
"108920","2015-09",-7.617188,54.330979,"Blackstick Road","ASBO",NA,NA
"344595","2017-03",-5.902713,54.594616,"Stormount Street","ASBO","BELFAST",232
"376459","2017-05",-6.330384,54.461152,"Moores Lane","BURG","Other Town",NA
"6178","2015-01",-5.680353,54.615519,"Bangor Road","DRUG","Other Town",NA
"316049","2016-12",-5.897293,54.583003,"Gibson Park Gardens","SHOP","BELFAST",232
"224840","2016-05",-5.933916,54.259527,"Station Avenue","VISO","Other Town",NA
"261855","2016-08",-5.902186,54.556717,"Colby Park","CDAR","BELFAST",232
"396401","2017-06",-6.351616,54.179584,"Hospital Road","VISO","Other Town",NA
"282576","2016-10",-5.901617,54.591264,"Willowfield Street","ASBO","BELFAST",232
"15652","2015-02",-7.104847,55.034293,"Tullyverry Drive","BURG","GREYSTEEL",15
"257709","2016-08",-6.362486,54.185528,"Camlough Road","ASBO","Other Town",NA
"63971","2015-05",-5.663864,54.637405,"Rathgill Green","VISO","BANGOR",318
"90612","2015-07",-5.955155,54.692066,"Carn Way","VISO","NEWTOWNABBEY",67
"11333","2015-01",-5.807277,54.59075,"Comber Road","OTCR","Other Town",NA
"5342","2015-01",-7.281825,54.609348,"Knockshee Park","CDAR","OMAGH",167
"382017","2017-05",-5.988083,54.59771,"Moyard Parade","VISO","BELFAST",232
"407936","2017-07",-5.965701,54.615198,"Estoril Park","SHOP","BELFAST",232
"274776","2016-09",-6.289944,54.930545,"Rockstown Road","CDAR","Other Town",NA
"275154","2016-09",-5.814743,54.855631,"Alexandra Crescent","CDAR","Other Town",NA
"46299","2015-04",-6.002911,54.754579,"George Avenue","OTTH","Other Town",NA
"185802","2016-02",-6.000071,54.560873,NA,"VISO",NA,NA
"82650","2015-07",-5.998258,54.750971,"Main Street","ASBO","Other Town",NA
"407541","2017-07",-5.92769,54.597014,NA,"OTTH",NA,NA
"288875","2016-10",-5.842013,54.631978,"Oakley Avenue","CDAR","HOLYWOOD",70
"106965","2015-08",-5.796501,54.652741,"Bangor Road","VISO","Other Town",NA
"41839","2015-04",-6.068749,54.512743,"Iniscarn Close","ASBO","LISBURN",74
"266882","2016-08",-7.328531,55.028376,"Fergleen Park","VISO","LONDONDERRY",NA
"282267","2016-10",-5.961793,54.678161,"Northcroft","ASBO",NA,NA
"303650","2016-11",-6.220434,54.479052,"Berwick View","OTTH","Other Town",NA
"133828","2015-10",-5.938098,54.591316,"Boyne Court","VECR","BELFAST",232
"55888","2015-05",-5.916971,54.572364,"Rossmore Drive","BITH","BELFAST",232
"77181","2015-06",-6.038743,54.595541,"Divis Road","VISO","Other Town",NA
"271182","2016-09",-5.883288,54.602778,"Oakdene Parade","ASBO","BELFAST",232
"237844","2016-06",-6.744086,54.639586,"Cemetery Road","VISO","Other Town",NA
"294532","2016-10",-6.028937,54.551553,"Lagmore Grove","VISO","DUNMURRY",NA
"169924","2016-01",-6.743098,54.649521,"Ferguy Heights","OTTH","COOKSTOWN",52
"201993","2016-04",-6.68442,55.130196,"Hillview Park","ASBO","Other Town",NA
"393438","2017-06",-5.936452,54.587146,NA,"PUBO",NA,NA
"142329","2015-11",-5.711805,54.75371,"Edward Road","CDAR","WHITEHEAD",219
"359817","2017-04",-5.925265,54.261876,"Corry Wood Park","ASBO","CASTLEWELLAN",145
"195228","2016-03",-6.646407,55.133714,"Clifton Park","OTTH","COLERAINE",181
"223314","2016-05",-6.014702,54.543899,"Kingsway","VISO","Other Town",NA
"362267","2017-04",-5.940927,54.607914,NA,"BURG",NA,NA
"159939","2015-12",-5.659204,54.64329,"Bloomfield Walk","VISO","BANGOR",318
"101146","2015-08",-6.353186,54.888296,"Main Street","CDAR","Other Town",NA
"209540","2016-04",-7.328526,55.012782,"Pennyburn Industrial Estate","VECR","LONDONDERRY",NA
"39968","2015-04",-6.271332,54.883619,"Dunclug Gardens","ASBO","BALLYMENA",220
"205587","2016-04",-6.335317,54.463484,"Church Place","CDAR","Other Town",NA
"73953","2015-06",-5.741933,54.552222,NA,"OTTH",NA,NA
"340964","2017-02",-5.899907,54.599527,"St. Leonards Crescent","VISO",NA,NA
"100154","2015-08",-5.900216,54.59805,"Belvoir Street","CDAR","BELFAST",232
"48268","2015-04",-5.938546,54.580622,"Malone Road","VISO","BELFAST",232
"13617","2015-02",-6.273283,54.871527,"Devenagh Way","ASBO","BALLYMENA",220
"140262","2015-11",-5.960208,54.629059,"Joanmount Park","ASBO","BELFAST",232
"359299","2017-04",-7.321003,55.005689,"Fletcher Avenue","ASBO",NA,NA
"256199","2016-08",-5.890202,54.213608,"Bryansford Gardens","ASBO","NEWCASTLE",333
"125123","2015-10",-6.014712,54.564052,"Helens Wood","ASBO","DUNMURRY",NA
"223848","2016-05",-7.341735,55.010887,"Kylemore Park","VISO","Other Town",NA
"328865","2017-01",-6.660012,55.139937,"Rosemary Place","VISO","COLERAINE",181
"109891","2015-09",-5.865748,54.706005,"Downview Park","ASBO","Other Town",NA
"366151","2017-04",-7.153534,54.911809,"Main Street","SHOP","Other Town",NA
"217478","2016-05",-5.929947,54.611698,"Meadow Place","ASBO","Other Town",NA
"309536","2016-12",-6.370253,54.449055,"Legahory Centre","ASBO","CRAIGAVON",110
"54890","2015-05",-6.144152,54.417373,"Mountview Drive","ASBO","Other Town",NA
"38545","2015-04",-5.84333,54.856322,"Lindara Park","ASBO","LARNE",231
"134088","2015-10",-7.174534,54.23895,"Main Street","VISO","Other Town",NA
"301335","2016-11",-6.338295,54.457362,"Sloan Street","CDAR","Other Town",NA
"139724","2015-11",-5.955571,54.617462,"Jamaica Road","ASBO","BELFAST",232
"199439","2016-03",-6.701101,55.170763,"Aghermore Gardens","VISO","PORTSTEWART",335
"233355","2016-06",-6.374426,54.846565,"Ballynafie Road","CDAR","Other Town",NA
"327327","2017-01",-5.926017,54.612251,NA,"OTTH",NA,NA
"74829","2015-06",-5.922319,54.584882,"Rutland Street","SHOP","BELFAST",232
"398786","2017-07",-6.508148,55.066718,"Raceview Drive","ASBO","BALLYMONEY",59
"122646","2015-10",-5.932499,54.598004,"College Street","ASBO","Other Town",NA
"196446","2016-03",-5.98991,54.533929,"Ballyskeagh Road","VECR","Other Town",NA
"127865","2015-10",-5.65086,54.640478,"Cayman Avenue","ASBO","BANGOR",318
"336624","2017-02",-5.988973,54.75433,"Henryville Meadows","CDAR","BALLYCLARE",116
"373051","2017-05",-5.956978,54.67091,"Church Road","ASBO","Other Town",NA
"169656","2016-01",-5.925779,54.586208,"Dudley Street","OTTH","BELFAST",232
"140083","2015-11",-5.706154,54.322153,"Oriel Drive","ASBO","DOWNPATRICK",58
"265440","2016-08",-7.488839,54.615188,"Main Street","VISO","Other Town",NA
"95514","2015-08",-5.948061,54.617802,"Oldpark Avenue","ASBO","Other Town",NA
"368389","2017-04",-6.673753,54.845721,NA,"VISO",NA,NA
"246783","2016-07",-6.77009,54.508707,"Quarry Lane","CDAR","Other Town",NA
"306874","2016-11",-6.499432,54.419589,"Coharra Road","VISO","PORTADOWN",174
"137585","2015-11",-5.937046,54.602341,"North King Street","ASBO","BELFAST",232
"125032","2015-10",-6.002786,54.564485,"Brooke Drive","ASBO","Other Town",NA
"166326","2016-01",-5.932781,54.587541,"Botanic Avenue","ASBO","BELFAST",232
"375761","2017-05",-5.928635,54.592727,"Ormeau Avenue","ASBO","BELFAST",232
"74615","2015-06",-5.931754,54.598036,"Fountain Street","SHOP","Other Town",NA
"98068","2015-08",-5.965554,54.319198,"Clonvaraghan Road","ASBO","Other Town",NA
"202067","2016-04",-5.677821,54.653973,"Hazelbrook Avenue","ASBO","BANGOR",318
"148666","2015-11",-6.283906,54.351175,NA,"VISO",NA,NA
"61204","2015-05",-6.270969,54.850984,"Lanntara","VISO","BALLYMENA",220
"132586","2015-10",-6.332347,54.462194,"Market Street","OTTH","Other Town",NA
"409497","2017-07",-7.310696,54.987019,"Trench Road","VISO","Other Town",NA
"117048","2015-09",-5.979075,54.56401,"Upper Lisburn Road","OTTH","BELFAST",232
"16355","2015-02",-5.93162,54.539631,"Ballycoan Road","CDAR","BELFAST",232
"356030","2017-03",-5.932317,54.589681,NA,"VISO",NA,NA
"327428","2017-01",-5.82395,54.850369,"Latharna Houses","OTTH","LARNE",231
"93198","2015-07",-6.342401,54.169862,"Pool Lane","VISO","NEWRY",194
"278966","2016-09",-5.930117,54.652844,"Mulderg Drive","VISO","NEWTOWNABBEY",67
"372767","2017-05",-6.449852,54.424587,"Obin Street","ASBO",NA,NA
"316334","2016-12",-6.049774,54.510731,"Chapel Hill","SHOP","Other Town",NA
"122003","2015-09",-5.987338,54.596188,"New Barnsley Parade","OTCR","BELFAST",232
"47229","2015-04",-5.999062,54.754506,"Cameron Court","SHOP","BALLYCLARE",116
"77485","2015-06",-6.204649,54.716388,"Donegore Drive","VISO","ANTRIM",168
"166225","2016-01",-6.645605,54.347099,"Faugh-A-Ballagh Court","ASBO","ARMAGH",113
"48999","2015-04",-6.199955,54.723201,"Oaktree Drive","VISO","ANTRIM",168
"369162","2017-04",-6.348268,54.18404,"Derrybeg Drive","VISO","NEWRY",194
"96803","2015-08",-5.935054,54.598569,"King Street","ASBO","Other Town",NA
"49964","2015-04",-5.887229,54.593322,NA,"VISO",NA,NA
"181121","2016-02",-6.369134,54.443083,"Clonmeen","OTTH","CRAIGAVON",110
"295868","2016-10",-7.552072,54.718924,"Erganagh Road","VISO","Other Town",NA
"174397","2016-02",-6.93096,55.04313,"Edenmore Park","ASBO","LIMAVADY",69
"290709","2016-10",-5.928364,54.616649,"Mountcollyer Street","OTTH","BELFAST",232
"67261","2015-06",-6.686106,54.52156,"Cranebrook Crescent","ASBO","DUNGANNON",93
"100085","2015-08",-6.342943,54.470192,"Lough Road","CDAR","Other Town",NA
"150210","2015-12",-6.507985,55.067749,"Meadow View","ASBO","Other Town",NA
"205894","2016-04",-5.937646,54.597813,"Killen Street","CDAR","BELFAST",232
"67795","2015-06",-5.908951,54.536608,NA,"ASBO",NA,NA
"40470","2015-04",-5.445287,54.462576,"Portview Heights","ASBO","PORTAVOGIE",134
"57812","2015-05",-6.599078,54.752144,"Beechland Drive","CDAR","Other Town",NA
"71565","2015-06",-5.911864,54.593292,NA,"CDAR",NA,NA
"9173","2015-01",-6.046498,54.522413,"Lenamore Park","VISO","Other Town",NA
"171892","2016-01",-5.688402,54.653501,"Silverstream Road","VISO","Other Town",NA
"96263","2015-08",-7.481445,54.801914,"Knockroe Road","ASBO","STRABANE",111
"137783","2015-11",-5.948291,54.624904,"Old Westland Road","ASBO","BELFAST",232
"372411","2017-05",-6.337535,54.175123,"Marcus Street","ASBO","NEWRY",194
"299867.1","2016-11",-5.953104,54.58334,"Donegall Avenue","ASBO","Other Town",NA
"153855","2015-12",-5.9232,54.580647,"Elgin Street","ASBO","BELFAST",232
"35675","2015-03",-7.310966,55.025925,"Moyola Drive","VISO","LONDONDERRY",NA
"32849","2015-03",-6.046705,54.511284,"Bow Street","SHOP","Other Town",NA
"89171","2015-07",-5.965383,54.580627,"Boucher Crescent","SHOP","BELFAST",232
"209811","2016-04",-6.609476,54.754213,NA,"VISO",NA,NA
"289364","2016-10",-5.956815,54.613656,"Flax Street","CDAR","BELFAST",232
"334696","2017-02",-5.883868,54.602932,"Oakdene Parade","ASBO","BELFAST",232
"59237","2015-05",-5.990915,54.676213,"Blackwater Business Park","OTTH",NA,NA
"168940","2016-01",-6.227095,55.202548,"Cushendall Road","DRUG","Other Town",NA
"194687","2016-03",-5.94258,54.577924,NA,"OTTH",NA,NA
"173535","2016-01",-6.037107,54.510185,"Stannus Place","VISO","LISBURN",74
"185986","2016-02",-5.920565,54.658439,"Merville Garden Village","VISO","NEWTOWNABBEY",67
"166440","2016-01",-5.933559,54.594177,NA,"ASBO",NA,NA
"121615","2015-09",-5.92641,54.601179,"Hill Street","VISO","Other Town",NA
"72179","2015-06",-7.31715,55.013509,"Pennyburn Court","CDAR","LONDONDERRY",NA
"61453","2015-05",-6.333434,54.465417,"North Street","VISO","Other Town",NA
"30598","2015-03",-6.455449,54.432251,"Garvaghy Road","DRUG","Other Town",NA
"48120","2015-04",-5.928635,54.592727,"Ormeau Avenue","VISO","BELFAST",232
"384998","2017-06",-7.318785,54.992697,"John Street","ASBO","Other Town",NA
"17745","2015-02",-6.019213,54.564036,"Stewartstown Road","DRUG","Other Town",NA
"190938","2016-03",-5.978141,54.580374,"Blackstaff Road","ASBO","Other Town",NA
"294733","2016-10",-5.79094,54.593579,"Brooklands Road","VISO","Other Town",NA
"205914","2016-04",-7.332754,54.999179,NA,"CDAR",NA,NA
"37241","2015-04",-5.892409,54.591598,"Flora Street","ASBO","BELFAST",232
"260484","2016-08",-6.218375,55.187104,"Glenshesk Road","BURG","Other Town",NA
"378470","2017-05",-6.026389,54.556624,NA,"DRUG",NA,NA
"218452","2016-05",-5.827777,54.593689,"Rosepark","BURG","Other Town",NA
"30563","2015-03",-5.93765,54.586411,"Abercorn Street","DRUG","BELFAST",232
"373694","2017-05",-5.933077,54.578337,"Stranmillis Street","ASBO","BELFAST",232
"221990","2016-05",-5.536134,54.641611,"High Street","POS","Other Town",NA
"277255","2016-09",-5.856241,54.62002,"Glendarragh Mews","OTTH","BELFAST",232
"305489","2016-11",-5.897124,54.578166,NA,"VISO",NA,NA
"33133","2015-03",-6.780273,54.677139,"Drumearn Road","VECR","COOKSTOWN",52
"205001","2016-04",-5.748603,54.823711,"Millbay Road","BURG","Other Town",NA
"103179","2015-08",-6.252251,54.786559,"Lisnevenagh Road","OTTH","Other Town",NA
"118689","2015-09",-5.95156,54.584213,"Fane Street","VECR","BELFAST",232
"263202","2016-08",-7.13764,54.625044,"Loughmacrory Road","OTTH","Other Town",NA
"316356","2016-12",-6.437169,54.420596,NA,"SHOP",NA,NA
"184234","2016-02",-5.952195,54.611942,"Hillview Road","VISO","Other Town",NA
"169876","2016-01",-5.953211,54.577502,"Brookland Street","OTTH","BELFAST",232
"179380","2016-02",-7.721515,54.525819,"Pettigo Road","CDAR","KESH",385
"39153","2015-04",-7.445292,54.249709,"Trasna Way","ASBO","Other Town",NA
"40212","2015-04",-5.938599,54.616617,"Brookville Court","ASBO","BELFAST",232
"217073","2016-05",-6.260064,54.419612,"Soudavar Park","ASBO","CRAIGAVON",110
"87630","2015-07",-5.973177,54.594371,"Westrock Grove","OTTH","BELFAST",232
"222868","2016-05",-7.53385,54.794959,"Urney Court","VECR","STRABANE",111
"72123","2015-06",-5.92453,54.622927,"Northwood Crescent","CDAR","BELFAST",232
"329483","2017-01",-6.184973,54.732986,"Bush Road","VISO","Other Town",NA
"86102","2015-07",-6.375505,54.193018,"Millvale Park","CDAR","BESSBROOK",153
"386823","2017-06",-6.077341,54.455745,NA,"ASBO",NA,NA
"386962","2017-06",-6.760389,54.517053,"Lambfield Crescent","ASBO","DUNGANNON",93
"334931","2017-02",-5.910525,54.597393,"Anderson Court","ASBO","Other Town",NA
"394393","2017-06",-7.488715,54.450963,"Main Street","VISO","Other Town",NA
"30068","2015-03",-5.716689,54.327879,"Market Lane","CDAR","Other Town",NA
"227910","2016-06",-5.960259,54.572652,"Lislea Avenue","ASBO","BELFAST",232
"141510","2015-11",-5.963489,54.59348,NA,"ASBO",NA,NA
"53748","2015-05",-5.633804,54.652743,"Marlo Crescent","ASBO","BANGOR",318
"220364.1","2016-05",-6.683226,54.53619,"Washingbay Road","CDAR","Other Town",NA
"370595","2017-05",-6.751524,54.640983,"Ratheen Avenue","ASBO","COOKSTOWN",52
"271604","2016-09",-6.004946,54.760884,"Rashee Court","ASBO","BALLYCLARE",116
"70528","2015-06",-6.277498,54.881901,"Dunvale","BURG","BALLYMENA",220
"149611","2015-11",-5.919676,54.654902,"Longwood Road","OTCR","NEWTOWNABBEY",67
"151216","2015-12",-6.22152,54.619183,"Cairn Gardens","ASBO","Other Town",NA
"198522","2016-03",-6.678039,54.849388,"Sunnyside Park","VISO","Other Town",NA
"268625","2016-09",-5.96475,54.595487,"Beechmount Link","ASBO","BELFAST",232
"216366","2016-05",-6.661421,55.139072,"Cypress Drive","ASBO","COLERAINE",181
"392035","2017-06",-5.92407,54.645633,"Graymount Park","DRUG","NEWTOWNABBEY",67
"396811","2017-06",-7.30036,55.018983,"Gleneagles","VISO","Other Town",NA
"113747","2015-09",-6.271751,54.860006,"Moat Road","BURG","Other Town",NA
"242397","2016-07",-5.939685,54.607687,NA,"ASBO",NA,NA
"383435","2017-05",-5.807277,54.59075,"Comber Road","VISO","Other Town",NA
"69076","2015-06",-5.939027,54.62622,"Kenbella Parade","ASBO","BELFAST",232
"242437","2016-07",-6.663224,54.341105,"Cathedrals View","ASBO","ARMAGH",113
"9530","2015-01",-5.933083,54.595336,"Brunswick Street","VISO","BELFAST",232
"54057","2015-05",-5.905778,54.596412,"Clandeboye Gardens","ASBO","BELFAST",232
"382358","2017-05",-7.33208,54.99648,"Westland Mews","VISO","LONDONDERRY",NA
"156899","2015-12",-6.925232,54.666834,NA,"OTTH",NA,NA
"125730","2015-10",-6.234189,54.734414,"Kilbegs Road","ASBO","ANTRIM",168
"167176","2016-01",-6.281538,54.3508,"Edenderry Park","BURG","BANBRIDGE",88
"271556","2016-09",-6.391973,54.443614,"Parkmore","ASBO","Other Town",NA
"47686","2015-04",-5.900508,54.108332,"Kilkeel Road","VECR","Other Town",NA
"368769","2017-04",-5.93154,54.604699,"Donegall Street","VISO","BELFAST",232
"382782","2017-05",-5.812389,54.859973,"Ferris Avenue","VISO","LARNE",231
"361015","2017-04",-5.978154,54.622873,NA,"ASBO",NA,NA
"354625","2017-03",-5.925779,54.586208,"Dudley Street","VISO","BELFAST",232
"79730","2015-07",-7.314,54.985609,NA,"ASBO",NA,NA
"363986","2017-04",-5.910861,54.408728,"Edengrove Park","CDAR","BALLYNAHINCH",276
"374236","2017-05",-5.537307,54.642704,"Bridge Street","ASBO","Other Town",NA
"235146","2016-06",-5.694896,54.643903,"Birch Park","OTTH","BANGOR",318
"401784","2017-07",-5.925203,54.602102,"Victoria Street","ASBO","Other Town",NA
"27235","2015-03",-5.933077,54.578337,"Stranmillis Street","ASBO","BELFAST",232
"52647","2015-05",-7.316942,54.376179,"Nelson Park","ASBO","Other Town",NA
"203486","2016-04",-5.940605,54.600811,"Fingals Court","ASBO","BELFAST",232
"175004","2016-02",-5.991285,54.57982,"Bearnagh Drive","ASBO","BELFAST",232
"290791","2016-10",-5.887212,54.219621,"Westland Avenue","OTTH","Other Town",NA
"229927","2016-06",-5.810517,54.859175,"Hawkinge Avenue","ASBO","LARNE",231
"166944","2016-01",-6.136157,54.416334,"Demesne Walk","BURG",NA,NA
"278363","2016-09",-5.818716,54.852423,"Exchange Road","THPR","LARNE",231
"306349","2016-11",-6.774358,55.144761,"Dunboe Gardens","VISO","ARTICLAVE",355
"317828","2016-12",-6.750354,54.632688,"Old Rectory Glen","VISO","COOKSTOWN",52
"354164","2017-03",-5.936452,54.587146,NA,"VISO",NA,NA
"104158","2015-08",-5.928592,54.599366,"Corn Market","SHOP","Other Town",NA
"346938","2017-03",-7.006513,55.044624,"Kings Lane","ASBO","Other Town",NA
"81417","2015-07",-5.892418,54.586036,NA,"ASBO",NA,NA
"62647","2015-05",-5.931149,54.595941,"Donegall Square West","VISO","BELFAST",232
"147590","2015-11",-7.478943,54.811488,"Whin View","VISO","STRABANE",111
"354269","2017-03",-5.659482,54.646539,"Bloomfield Road South","VISO","BANGOR",318
